"특성별(1)",특성별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"특성별(1)",특성별(2),1순위,1순위,1순위,1순위,1순위,1순위,1순위,1+2순위,1+2순위,1+2순위,1+2순위,1+2순위,1+2순위,1+2순위
"특성별(1)",특성별(2),버스노선 배차간격 조정,버스노선 증설,운수종사자 친절 및 안전운행,버스정보시스템 BIS개선,정류소 비가림승차대 시설 확대,정류장 간격 조정,기타,버스노선 배차간격 조정,버스노선 증설,운수종사자 친절 및 안전운행,버스정보시스템 BIS개선,정류소 비가림승차대 시설 확대,정류장 간격 조정,기타
"전체",소계,29.2,29.2,17.6,10.2,8.5,4.5,0.8,58.9,43.0,39.6,23.7,18.2,14.8,1.8
"권역별",제주시 전체,27.4,30.0,18.4,10.4,8.6,4.4,0.7,57.5,44.1,40.3,24.2,18.1,14.2,1.6
"권역별",제주시 읍면지역,27.7,28.0,19.3,10.8,9.0,4.0,1.2,61.6,39.9,38.5,23.6,19.7,14.5,2.3
"권역별",제주시 동지역,27.3,30.6,18.2,10.2,8.5,4.5,0.6,56.3,45.4,40.8,24.4,17.6,14.1,1.4
"권역별",서귀포시 전체,33.8,27.0,15.6,9.9,8.0,4.8,1.0,62.5,40.0,37.6,22.5,18.5,16.4,2.4
"권역별",서귀포시 읍면지역,33.9,27.4,18.2,6.3,7.9,5.0,1.3,65.3,42.0,40.8,18.6,16.5,14.5,2.2
"권역별",서귀포시 동지역,33.7,26.6,13.4,12.9,8.0,4.6,0.8,60.1,38.4,35.0,25.7,20.2,18.0,2.6
"소득별",100만원 미만,26.3,28.5,16.8,10.0,10.7,6.7,1.0,59.3,42.6,37.5,19.6,20.4,18.4,2.1
"소득별",100~200만원 미만,27.0,31.2,16.9,10.1,8.5,5.3,1.0,55.7,45.7,36.1,22.6,19.7,18.4,1.8
"소득별",200~300만원 미만,28.7,28.4,19.0,9.3,8.8,4.8,0.9,59.1,41.1,41.0,23.1,18.3,15.4,2.1
"소득별",300~400만원 미만,30.2,25.7,20.2,11.1,7.7,4.0,1.3,60.7,39.1,42.3,26.3,16.4,12.5,2.6
"소득별",400~500만원 미만,30.8,32.2,15.4,11.1,6.9,3.4,0.0,58.0,48.9,37.9,24.9,16.7,12.3,1.3
"소득별",500~600만원 미만,31.5,32.2,14.9,8.1,11.0,1.9,0.3,61.5,45.9,35.4,23.5,20.7,12.7,0.3
"소득별",600~700만원 미만,31.3,24.1,22.8,12.1,5.0,4.7,-,55.1,38.8,48.6,24.3,18.5,13.1,1.6
"소득별",700~800만원 미만,31.9,24.9,16.6,12.4,10.9,2.8,0.5,57.8,35.3,43.4,29.3,23.5,10.3,0.5
"소득별",800만원 이상,25.7,35.5,13.9,9.1,5.9,8.0,1.9,60.7,45.5,39.7,19.1,11.5,20.6,2.9
"주거형태별",단독주택,29.3,30.3,14.4,10.9,9.4,4.9,0.8,60.1,42.4,36.2,24.1,19.0,16.2,1.9
"주거형태별",아파트,30.3,26.2,24.0,8.5,7.1,3.4,0.5,58.0,43.5,46.3,23.3,17.3,10.4,1.2
"주거형태별",연립주택,29.1,26.3,18.8,12.5,7.5,4.1,1.6,59.8,41.5,38.3,26.6,15.9,15.3,2.5
"주거형태별",다세대주택,27.7,39.6,11.5,6.5,9.1,5.1,0.4,55.3,49.0,38.4,15.2,19.9,18.9,3.1
"주거형태별",기타,19.1,24.3,23.1,15.8,8.2,8.6,1.0,50.0,39.1,39.3,29.7,19.1,21.2,1.7
"주거점유형태별",자기집,29.7,29.5,17.6,9.4,8.5,4.4,0.8,59.4,43.2,40.4,22.1,18.0,14.8,2.2
"주거점유형태별",전세,26.2,35.1,15.5,13.2,5.4,4.0,0.6,55.0,50.5,40.5,28.1,11.1,14.1,0.6
"주거점유형태별",보증금 있는 연/월세,26.7,28.6,19.3,10.8,9.1,5.0,0.5,55.1,42.8,38.4,26.0,21.5,15.3,0.9
"주거점유형태별",보증금 없는 연/월세,31.4,24.5,15.5,14.4,7.7,5.1,1.4,64.0,33.9,37.3,29.1,18.4,14.5,2.7
"주거점유형태별",무상 및 기타,32.9,27.3,15.6,11.2,8.1,3.6,1.4,67.0,44.0,35.2,25.2,13.2,13.7,1.6
"성별",남성,30.1,28.5,16.8,10.0,8.7,4.6,1.2,59.0,42.5,38.2,24.6,18.3,15.0,2.3
"성별",여성,28.2,29.8,18.5,10.5,8.3,4.4,0.4,58.8,43.5,40.9,22.8,18.2,14.6,1.3
"연령별",15~19세,30.1,28.5,15.6,9.3,13.0,3.3,0.2,54.9,41.5,40.8,28.7,21.3,12.3,0.5
"연령별",20~29세,28.9,28.9,18.1,12.8,6.8,4.0,0.5,59.0,42.6,38.1,27.6,18.3,12.9,1.5
"연령별",30~39세,28.6,29.2,21.4,11.2,5.6,3.1,0.8,58.8,43.6,42.1,25.9,14.8,12.8,2.0
"연령별",40~49세,28.8,30.3,18.3,9.7,8.1,3.9,0.9,58.9,42.6,40.0,25.0,17.3,14.6,1.7
"연령별",50~59세,31.4,26.6,15.3,11.2,8.5,5.8,1.2,59.0,41.6,38.1,24.1,18.9,16.1,2.3
"연령별",60세 이상,27.9,30.5,17.0,8.2,10.1,5.6,0.7,59.9,44.7,39.3,17.6,19.6,16.9,2.1
"학력별",초등학교 졸업 이하,35.1,16.8,16.5,17.5,8.4,3.5,2.2,63.9,28.5,38.0,29.9,16.5,20.7,2.6
"학력별",중학교 졸업,30.9,28.4,18.1,10.1,7.8,3.9,0.8,59.1,42.1,41.4,24.1,16.9,14.4,2.0
"학력별",고등학교 졸업,29.9,31.7,16.1,8.5,8.3,4.7,0.8,60.7,45.0,40.0,21.8,16.5,14.3,1.7
"학력별",대학교 졸업 이상,24.9,27.2,19.9,12.7,9.6,5.1,0.7,54.8,42.3,36.6,25.9,23.2,15.6,1.7
