"특성별(1)",특성별(2),2016,2016,2016,2016,2016,2016,2016
"특성별(1)",특성별(2),버스노선 배차간격 조정,버스노선 증설,운수종사자 친절 및 안전운행,정류장 간격 조정,버스 정보시스템(BIS) 개선,정류소 비가림 승차대 시설 확대,기타
"전체",소계,61.0,57.8,28.7,18.3,17.1,12.2,1.8
"시도별",제주시 전체,64.4,62.7,23.8,17.0,16.7,12.3,1.0
"시도별",서귀포시 전체,52.1,44.8,41.8,21.7,18.1,12.2,4.0
"읍면별",제주시 동부,64.8,62.6,23.0,17.9,16.9,12.0,0.8
"읍면별",제주시 읍면부,62.9,62.9,26.8,13.8,16.0,13.3,1.8
"읍면별",서귀포시 동부,49.1,40.7,43.9,22.2,17.8,12.1,6.5
"읍면별",서귀포시 읍면부,55.6,49.8,39.3,21.2,18.5,12.3,1.1
"소득별",100만원 미만,61.7,56.1,31.6,22.1,7.0,10.5,4.7
"소득별",100~200만원 미만,62.6,60.5,30.0,17.8,13.0,10.2,1.5
"소득별",200~300만원 미만,60.6,55.3,27.4,19.9,18.3,14.1,1.4
"소득별",300~400만원 미만,57.1,58.5,25.9,19.7,21.6,12.7,1.7
"소득별",400~500만원 미만,59.5,52.8,32.3,16.9,24.7,11.1,0.2
"소득별",500~600만원 미만,58.0,60.1,25.4,17.2,22.9,11.1,2.2
"소득별",600~700만원 미만,49.4,53.3,36.2,23.4,18.7,8.7,6.6
"소득별",700만원 이상,52.1,56.4,37.6,17.7,19.8,10.2,3.5
"주거형태별",단독주택,59.3,58.6,26.3,20.9,13.8,13.8,2.9
"주거형태별",아파트,58.6,51.8,32.9,20.7,22.0,10.7,0.7
"주거형태별",다세대주택,65.2,70.0,28.9,12.3,12.0,4.1,1.7
"주거형태별",연립주택,62.1,47.3,34.6,14.8,22.2,13.8,3.0
"주거형태별",기타,68.6,77.0,26.2,10.9,11.7,3.2,2.3
"주거점유형태별",자기집,59.5,56.3,28.6,20.4,16.9,11.9,2.4
"주거점유형태별",전세,45.8,58.7,30.5,21.1,30.0,10.6,1.6
"주거점유형태별",보증금 있는 연/월세,72.0,61.6,27.4,15.2,14.3,8.0,0.2
"주거점유형태별",보증금 없는 연/월세,49.8,51.2,28.7,22.7,14.8,23.3,3.2
"주거점유형태별",무상 및 기타,55.0,62.1,34.7,17.6,11.5,7.2,4.5
"성별",남성,61.6,58.6,27.1,17.5,18.4,11.7,1.8
"성별",여성,60.4,57.0,30.4,19.0,15.7,12.8,1.9
"연령별",15~19세,56.8,56.7,28.2,17.5,23.7,13.4,1.0
"연령별",20~29세,63.4,61.5,25.1,14.8,18.8,13.2,1.0
"연령별",30~39세,60.8,57.3,27.2,20.0,20.4,12.0,1.0
"연령별",40~49세,57.9,57.9,31.5,16.4,19.1,12.1,1.8
"연령별",50~59세,63.0,59.2,27.5,16.7,16.9,12.0,1.7
"연령별",60세 이상,62.3,55.1,30.7,22.4,9.7,11.8,3.4
"학력별",초등학교 졸업 이하,59.7,54.6,33.6,23.4,7.4,12.8,3.4
"학력별",중학교 졸업,63.4,56.8,28.1,22.3,10.1,11.3,2.8
"학력별",고등학교 졸업,62.6,58.9,28.4,17.3,16.7,11.6,1.5
"학력별",대학교 졸업,60.0,57.9,27.6,17.1,21.0,13.0,1.3
"학력별",대학원 졸업,53.1,61.1,31.2,11.0,27.1,9.7,3.5
"직업별",전문/관리,58.0,54.5,35.8,11.7,25.4,9.3,2.7
"직업별",사무직,60.6,64.9,24.3,16.8,14.8,14.3,1.4
"직업별",서비스/판매,61.7,57.6,24.5,20.7,18.4,14.3,1.0
"직업별",농/림/어업,57.9,59.4,31.3,17.1,13.3,14.7,2.4
"직업별",기능/단순노무,64.1,53.8,30.1,17.8,16.9,9.6,2.7
"직업별",학생,58.5,59.2,27.3,16.2,22.5,13.3,0.8
"직업별",주부,63.5,54.6,29.4,23.2,12.3,12.5,1.7
"직업별",무직/기타,61.3,60.4,34.3,16.4,13.0,5.9,3.3
"계층별",상,49.4,51.2,42.4,8.9,27.9,18.1,1.4
"계층별",중상,56.3,49.3,29.0,17.8,23.2,19.4,2.1
"계층별",중하,63.3,62.1,25.4,17.7,16.5,11.0,1.5
"계층별",하,60.5,55.7,34.7,20.3,13.0,9.1,2.5
