"특성별(1)",특성별(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"특성별(1)",특성별(2),전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,1순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위,2순위
"특성별(1)",특성별(2),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),기후/사계절 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),한류관광지(드라마촬영장 등) (%),테마파크 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),기후/사계절 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),한류관광지(드라마촬영장 등) (%),테마파크 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),기후/사계절 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),한류관광지(드라마촬영장 등) (%),테마파크 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),숙박/교통 등 관광편리성 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),숙박/교통 등 관광편리성 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),숙박/교통 등 관광편리성 (%),기타 (%),응답자수 (명),자연경관 감상 (%),휴양/휴식 (%),역사/문화유적/전통문화체험 (%),음식/미식탐방 (%),쇼핑 (%),여행비용 (%),자국과의 이동거리 (%),안전 및 치안 (%),숙박/교통 등 관광편리성 (%)
"연령별",15~20세,114,32.5,41.2,0.0,7.0,0.0,3.5,6.1,2.6,0.9,1.8,0.9,3.5,414,37.9,33.8,2.4,3.4,0.5,1.2,7.2,3.4,1.7,2.2,2.2,4.1,311,40.2,36.3,2.3,4.5,1.0,1.0,3.9,4.2,0.3,1.3,1.3,3.9,127,40.6,18.6,7.7,18.9,0.1,9.1,0.0,1.0,2.1,1.9,127,19.0,35.8,8.3,14.1,1.2,9.0,2.1,1.1,9.3,0.0,70,57.3,24.6,2.0,10.6,0.0,1.8,0.0,0.0,1.8,1.8,70,10.4,52.5,0.2,19.7,3.4,3.4,3.4,0.0,7.0
"연령별",21~30세,1049,47.5,34.6,0.8,3.1,0.1,1.0,4.1,3.7,0.9,0.6,0.8,2.8,1276,39.2,37.6,1.1,6.3,0.5,0.6,4.3,5.5,0.1,0.5,1.0,3.3,1958,40.0,38.3,0.9,6.7,0.1,1.2,3.8,5.7,0.4,0.4,0.6,2.0,1412,53.1,30.0,0.8,8.7,0.1,1.8,1.3,0.3,3.6,0.4,1397,20.1,47.1,1.6,16.2,0.7,2.4,1.6,0.4,9.6,0.4,1376,70.1,18.3,0.6,6.4,0.1,0.5,1.9,0.2,1.9,0.0,1373,10.8,62.5,1.2,14.7,0.5,1.6,4.3,0.4,4.0
"연령별",31~40세,1183,46.7,34.8,0.8,3.7,0.2,0.5,3.9,5.0,1.2,0.2,0.8,2.1,707,38.0,33.1,2.1,3.5,0.4,2.1,4.5,7.4,1.3,0.0,2.1,5.4,1731,40.2,35.2,1.6,5.1,0.3,1.3,3.2,8.3,0.9,0.2,1.0,2.7,1518,56.1,31.6,1.5,2.7,0.1,0.7,1.5,0.2,4.9,0.6,1500,24.3,49.6,3.3,10.4,0.3,1.8,1.5,0.2,8.3,0.3,1503,72.1,19.8,0.7,4.5,0.1,0.5,1.4,0.0,0.8,0.2,1501,13.7,65.1,1.9,9.0,0.7,1.9,3.5,0.3,4.0
"연령별",41~50세,983,46.6,35.9,1.9,2.3,0.2,2.0,1.9,4.6,0.7,0.4,1.1,2.1,504,38.3,34.3,2.6,2.4,0.4,3.4,2.8,6.5,1.0,0.4,0.6,7.3,1213,43.3,36.0,1.4,3.6,0.2,1.8,3.1,5.9,0.6,0.3,0.4,3.3,1250,60.4,28.6,1.2,3.7,0.1,0.2,2.2,0.1,3.2,0.4,1227,24.0,52.0,3.3,7.4,0.3,1.3,2.1,0.3,9.2,0.1,1352,76.6,17.7,1.1,1.7,0.0,0.4,1.1,0.0,1.4,0.1,1346,11.8,69.8,2.1,6.8,0.3,1.1,2.4,0.4,5.3
"연령별",51~60세,564,54.3,28.7,1.6,2.3,0.2,2.0,1.8,3.9,0.4,0.2,0.5,4.1,267,47.6,30.0,0.7,4.1,0.4,3.7,2.6,4.5,1.1,0.7,0.0,4.5,591,45.3,34.6,0.8,3.5,0.2,2.5,3.0,4.7,0.7,0.0,0.5,4.1,1371,64.1,25.4,0.9,3.0,0.0,0.7,1.4,0.0,3.0,1.5,1349,23.1,55.8,3.7,7.4,0.0,0.7,1.7,0.1,7.4,0.2,1469,80.4,14.4,1.0,1.7,0.0,0.3,1.8,0.0,0.4,0.0,1460,11.2,76.4,1.8,3.5,0.4,1.1,2.0,0.3,3.2
"연령별",61세 이상,119,58.8,26.9,0.8,0.0,0.8,1.7,3.4,0.8,0.8,1.7,0.8,3.4,68,44.1,41.2,1.5,1.5,0.0,2.9,1.5,1.5,1.5,0.0,1.5,2.9,185,53.8,29.6,2.2,0.5,0.0,2.7,2.7,2.7,0.0,1.1,0.5,4.3,503,65.3,25.6,1.3,4.8,0.0,0.3,0.6,0.0,1.5,0.5,485,26.6,53.7,2.7,6.5,0.5,1.1,0.3,0.0,8.0,0.5,364,83.0,13.2,0.3,0.9,0.3,1.0,0.7,0.0,0.6,0.0,363,9.7,76.7,4.4,4.5,0.0,0.7,1.1,0.0,3.0
"방문목적별",휴가 및 순수여행,3044,48.7,34.9,1.0,3.0,0.2,1.0,3.4,4.3,0.9,0.3,1.0,1.4,2435,42.4,36.3,1.2,4.4,0.3,1.6,4.4,5.3,0.5,0.5,1.3,1.7,4811,42.9,36.8,1.0,5.4,0.2,1.2,3.6,5.9,0.5,0.3,0.8,1.3,5571,60.5,29.9,0.8,4.5,0.0,0.7,0.6,0.1,2.3,0.5,5519,23.4,53.2,2.8,9.6,0.4,1.3,0.9,0.1,8.2,0.1,5845,77.1,16.8,0.4,3.3,0.0,0.3,1.0,0.0,0.9,0.0,5829,11.3,70.8,1.8,7.9,0.4,1.1,2.7,0.2,3.9
"방문목적별",비즈니스여행,601,43.6,32.8,2.0,3.3,0.2,2.5,2.5,5.0,0.7,0.8,0.5,5.3,391,31.2,27.6,3.8,2.8,0.5,3.1,4.6,9.5,1.0,0.3,0.8,14.8,627,39.1,29.7,2.7,3.8,0.3,2.6,2.9,8.1,1.1,0.8,0.6,8.3,405,40.9,11.8,5.6,7.8,0.0,2.9,10.9,0.7,18.3,1.2,379,17.6,29.6,6.3,17.3,0.0,5.9,9.9,2.1,10.8,0.4,194,37.3,26.9,10.0,5.2,0.7,2.6,11.8,0.0,5.0,0.6,190,17.5,32.0,4.8,15.7,0.7,9.1,8.9,2.2,9.1
"방문목적별",기타여행,367,48.2,30.2,1.4,2.5,0.3,1.9,3.0,2.5,0.8,0.5,0.3,8.2,410,29.8,34.9,2.4,6.1,1.2,1.2,3.2,4.1,2.4,1.2,1.5,12.0,551,33.4,38.3,2.0,2.9,0.4,2.9,2.2,6.5,0.7,0.5,0.0,10.2,204,37.7,24.0,4.9,7.9,0.7,5.4,5.7,1.2,6.5,6.1,187,24.1,24.9,6.1,14.5,0.7,4.1,5.3,1.3,15.9,3.3,94,25.0,32.5,7.6,11.4,0.0,5.4,10.1,0.4,4.0,3.6,94,28.4,19.3,3.6,21.2,3.7,6.5,6.3,2.5,8.5
"여행형태별",개별여행,3753,48.0,34.3,1.1,2.9,0.2,1.3,3.2,4.0,0.8,0.4,0.8,2.7,2880,39.9,36.1,1.4,4.7,0.3,1.4,4.1,5.6,0.7,0.4,1.1,4.2,5557,41.8,36.5,1.3,5.1,0.2,1.4,3.4,6.3,0.5,0.3,0.7,2.5,5884,58.6,28.6,1.0,4.9,0.1,0.9,1.5,0.1,3.6,0.7,5798,23.0,51.2,2.9,10.3,0.4,1.7,1.5,0.3,8.6,0.3,5909,75.0,17.6,0.8,3.5,0.0,0.5,1.5,0.1,1.1,0.1,5891,11.9,68.9,1.8,8.3,0.4,1.4,2.9,0.3,4.0
