년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
2020-04-01,서귀포시,송산동,한식 음식점업,여성,14717,524196207,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,5038,62727650,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,체인화 편의점,여성,18698,197916530,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,차량용 주유소 운영업,여성,3422,167691185,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,기타 주점업,남성,82,14165000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,송산동,차량용 가스 충전업,여성,259,18980242,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,일식 음식점업,여성,1553,78551500,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,비알콜 음료점업,남성,518,7729830,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,남성,1,25000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,송산동,일반유흥 주점업,여성,336,56625500,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,욕탕업,여성,70,582000,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,여행사업,여성,9,773800,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,여관업,여성,590,45217824,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,여성,1875,229927600,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,슈퍼마켓,여성,14460,420593630,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,수산물 소매업,여성,1315,79194400,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,서양식 음식점업,여성,3931,71489040,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,빵 및 과자류 소매업,여성,4135,53799442,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,비알콜 음료점업,여성,4478,36152530,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,마사지업,여성,3,280000,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,중식 음식점업,여성,1088,30012900,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,기타음식료품위주종합소매업,남성,2343,73828400,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,영천동,차량용 주유소 운영업,남성,4937,287474234,1340492.032,229452.177,1256120.495,2020-12-15
2020-04-01,서귀포시,송산동,기타 외국식 음식점업,여성,697,28963800,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,송산동,육류 소매업,여성,1558,71488520,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 스포츠시설 운영업,남성,25,1220000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,송산동,전시 및 행사 대행업,여성,13,3492000,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 종합 소매업,남성,3,175000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,기타음식료품위주종합소매업,여성,1982,73962930,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,기타 주점업,여성,14,2020000,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,기타 외국식 음식점업,여성,123,5709600,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 종합 소매업,여성,1,1000000,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 스포츠시설 운영업,여성,28,2747300,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,여성,1,35000,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,여성,51,1472140,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,과실 및 채소 소매업,여성,126,4939000,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,골프장 운영업,여성,875,84308110,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,건강보조식품 소매업,여성,2,210000,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,휴양콘도 운영업,남성,715,70453888,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,화장품 및 방향제 소매업,남성,351,9923790,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,한식 음식점업,남성,6391,292467371,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,서양식 음식점업,남성,2345,55314145,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,서양식 음식점업,여성,2775,67316525,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,수산물 소매업,남성,72,5750500,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,슈퍼마켓,남성,1306,19576310,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,빵 및 과자류 소매업,남성,288,3641850,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,빵 및 과자류 소매업,여성,341,4226260,4774819.995,348088.912,2223196.955,2020-12-15
2020-04-01,서귀포시,안덕면,일반유흥 주점업,남성,7,1470000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,체인화 편의점,남성,13077,133014502,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,차량용 주유소 운영업,남성,3469,192703246,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,차량용 가스 충전업,남성,49,4344000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,서홍동,슈퍼마켓,남성,230,3779200,1980113.798,127720.108,1178249.264,2020-12-15
2020-04-01,서귀포시,안덕면,중식 음식점업,남성,491,13643000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,일식 음식점업,남성,62,4320500,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,육류 소매업,남성,106,4611040,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,송산동,기타 주점업,여성,81,14505000,515263.337,22782.415,322421.654,2020-12-15
2020-04-01,서귀포시,안덕면,욕탕업,남성,450,11599600,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,여관업,남성,136,12035822,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,남성,94,5029000,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,안덕면,전시 및 행사 대행업,남성,1277,32544600,4875760.603,560174.057,2535163.196,2020-12-15
2020-04-01,서귀포시,서홍동,서양식 음식점업,남성,562,9854900,1980113.798,127720.108,1178249.264,2020-12-15
2020-04-01,서귀포시,서홍동,과실 및 채소 소매업,남성,13,700000,1980113.798,127720.108,1178249.264,2020-12-15
2020-04-01,서귀포시,동홍동,차량용 주유소 운영업,여성,715,29473434,6853569.888,373226.138,2042269.837,2020-12-15
2020-04-01,서귀포시,대륜동,육류 소매업,여성,16,946100,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,여관업,여성,284,15897445,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,여성,12,4389300,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,슈퍼마켓,여성,914,18136970,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,수산물 소매업,여성,14,604000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,서양식 음식점업,여성,1755,35768750,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,빵 및 과자류 소매업,여성,1471,21398510,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,비알콜 음료점업,여성,1508,13626850,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,마사지업,여성,2,132000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,기타음식료품위주종합소매업,여성,2850,94116440,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,기타 외국식 음식점업,여성,359,14294600,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,기타 대형 종합 소매업,여성,7973,480940230,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,전시 및 행사 대행업,여성,52,1473500,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,휴양콘도 운영업,남성,3,258000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,일반유흥 주점업,여성,21,1570000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,수산물 소매업,남성,13,2343000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,한식 음식점업,남성,6630,222350350,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,123,3779260,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,체인화 편의점,남성,10508,95195100,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,차량용 주유소 운영업,남성,3033,135587674,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,중식 음식점업,남성,686,13988000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,전시 및 행사 대행업,남성,90,2271500,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,일식 음식점업,남성,414,23904100,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,일반유흥 주점업,남성,35,6133000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,육류 소매업,남성,26,2427600,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,여관업,남성,365,21132790,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,남성,13,4314900,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,슈퍼마켓,남성,1436,27567770,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,건강보조식품 소매업,여성,6,4340000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,서양식 음식점업,남성,1316,26708500,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,호텔업,남성,1,20000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,비알콜 음료점업,남성,1510,12033150,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,과실 및 채소 소매업,여성,144,16339200,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,중식 음식점업,여성,342,7664500,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1370,20752450,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,체인화 편의점,남성,12548,124833510,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,차량용 주유소 운영업,남성,4527,264335240,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,차량용 가스 충전업,남성,54,4674100,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,중식 음식점업,남성,1138,33338000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,전시 및 행사 대행업,남성,88,492700,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,일반유흥 주점업,남성,335,83141000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,욕탕업,남성,64,2373500,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,여행사업,남성,1,24000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,여관업,남성,359,11142800,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,남성,468,29142540,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,슈퍼마켓,남성,8146,252312168,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대륜동,차량용 주유소 운영업,여성,1581,67817643,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대정읍,빵 및 과자류 소매업,남성,2124,31158000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대륜동,빵 및 과자류 소매업,남성,1041,15242980,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,체인화 편의점,여성,4687,40862420,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대정읍,기타음식료품위주종합소매업,남성,2907,123446220,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,기타 주점업,남성,157,37409999,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,기타 외국식 음식점업,남성,45,1022000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,그외 기타 종합 소매업,남성,2,1400000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,남성,5,255000,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,남성,57,1423200,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,과실 및 채소 소매업,남성,219,7438400,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,건강보조식품 소매업,남성,15,1975400,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대륜동,휴양콘도 운영업,여성,1,88000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,호텔업,여성,1,100000,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,한식 음식점업,여성,3986,121668950,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,126,3837460,4969956.614,330197.075,1835961.658,2020-12-15
2020-04-01,서귀포시,대정읍,서양식 음식점업,남성,1708,33466550,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,한식 음식점업,남성,8987,386601656,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,대정읍,비알콜 음료점업,남성,848,11719450,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,남원읍,슈퍼마켓,여성,1503,35991220,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,중식 음식점업,여성,176,4519500,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,대륜동,기타음식료품위주종합소매업,남성,2909,75948650,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,남원읍,한식 음식점업,남성,5023,207209653,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,214,3508200,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,체인화 편의점,남성,8159,89835780,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,차량용 주유소 운영업,남성,4507,196102620,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,차량용 가스 충전업,남성,119,9230855,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,중식 음식점업,남성,370,8984000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,전시 및 행사 대행업,남성,451,10673500,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,일식 음식점업,남성,260,20827000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,일반유흥 주점업,남성,89,18355050,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,육류 소매업,남성,300,11336458,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,욕탕업,남성,24,217000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,골프장 운영업,여성,725,90377539,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,슈퍼마켓,남성,1764,34997030,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,과실 및 채소 소매업,여성,222,8353700,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,화장품 및 방향제 소매업,남성,53,1816400,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,수산물 소매업,남성,71,6678000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,빵 및 과자류 소매업,남성,470,5930770,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,비알콜 음료점업,남성,749,6811900,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,기타음식료품위주종합소매업,남성,4860,173993627,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,기타 주점업,남성,94,17385000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,기타 외국식 음식점업,남성,8,152000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,그외 기타 종합 소매업,남성,2,1450000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,남성,3,106500,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,과실 및 채소 소매업,남성,339,20698480,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,골프장 운영업,남성,2508,316474691,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,건강보조식품 소매업,남성,3,790000,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,제주시,도두동,그외 기타 스포츠시설 운영업,여성,1,1090000,401631.11,44850.313,766217.67,2020-12-15
2020-04-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,남성,141,5486200,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,제주시,연동,여행사업,여성,40,3957280,15632058.51,1274698.328,5390732.96,2020-12-15
2020-04-01,서귀포시,중앙동,빵 및 과자류 소매업,여성,2535,37007002,855243.266,187485.634,1319733.372,2020-12-15
2020-04-01,서귀포시,남원읍,서양식 음식점업,남성,988,21444210,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,휴양콘도 운영업,남성,385,12215308,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,여관업,남성,159,7770998,4957259.214,456744.541,2255029.453,2020-12-15
2020-04-01,서귀포시,남원읍,건강보조식품 소매업,여성,3,125000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,대륜동,기타 주점업,남성,9,2080000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,기타 외국식 음식점업,남성,485,14981460,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,기타 대형 종합 소매업,남성,8219,482713370,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,그외 기타 종합 소매업,남성,1,30000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,과실 및 채소 소매업,남성,116,19266500,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,대륜동,건강보조식품 소매업,남성,5,1980000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,남원읍,휴양콘도 운영업,여성,215,5101610,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,화장품 및 방향제 소매업,여성,92,5484200,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,한식 음식점업,여성,2240,87525350,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,211,3776200,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,체인화 편의점,여성,3387,34193890,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,차량용 주유소 운영업,여성,1414,74280521,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,차량용 가스 충전업,여성,91,8946480,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,전시 및 행사 대행업,여성,531,14228300,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,그외 기타 종합 소매업,여성,4,3510000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,기타 외국식 음식점업,여성,2,36000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,기타 주점업,여성,6,750000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,여성,6,140000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,대륜동,마사지업,남성,6,858000,4502329.694,502864.989,2093664.413,2020-12-15
2020-04-01,서귀포시,남원읍,일식 음식점업,여성,133,8153000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,일반유흥 주점업,여성,18,3995000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,육류 소매업,여성,318,14455050,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,욕탕업,여성,23,215500,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,대정읍,수산물 소매업,남성,190,14356400,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,남원읍,여관업,여성,89,4316306,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,수산물 소매업,여성,72,7728000,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,대정읍,화장품 및 방향제 소매업,남성,65,2806200,6435227.785,444506.619,2098468.25,2020-12-15
2020-04-01,서귀포시,남원읍,서양식 음식점업,여성,1184,24461730,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,빵 및 과자류 소매업,여성,585,7514930,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,비알콜 음료점업,여성,651,6169400,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,기타음식료품위주종합소매업,여성,3581,129127410,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,여성,46,1963700,4402198.778,270844.376,1632236.583,2020-12-15
2020-04-01,서귀포시,영천동,체인화 편의점,여성,1562,14855260,1264330.598,158428.293,888101.932,2020-12-15
2020-04-01,서귀포시,서홍동,수산물 소매업,남성,13,1100500,1980113.798,127720.108,1178249.264,2020-12-15
2020-04-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,여성,69,2337750,6048282.725,259928.027,1817910.254,2020-12-15
2020-04-01,서귀포시,동홍동,그외 기타 종합 소매업,여성,10,1040000,6853569.888,373226.138,2042269.837,2020-12-15
2020-04-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,여성,17,696000,6853569.888,373226.138,2042269.837,2020-12-15
2020-04-01,서귀포시,동홍동,과실 및 채소 소매업,여성,567,28277730,6853569.888,373226.138,2042269.837,2020-12-15
2020-04-01,서귀포시,동홍동,건강보조식품 소매업,여성,24,3743620,6853569.888,373226.138,2042269.837,2020-12-15
2020-04-01,서귀포시,동홍동,화장품 및 방향제 소매업,남성,1,30000,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,한식 음식점업,남성,7458,339611149,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1212,19029620,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,체인화 편의점,남성,11732,109571990,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,차량용 주유소 운영업,남성,1547,93874946,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,차량용 가스 충전업,남성,327,14235106,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,중식 음식점업,남성,393,9670500,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,전시 및 행사 대행업,남성,8,112000,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,일식 음식점업,남성,495,29280000,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,육류 소매업,남성,244,13152360,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,대천동,휴양콘도 운영업,여성,86,4479732,2654331.68,146659.207,1431862.582,2020-12-15
2020-04-01,서귀포시,동홍동,욕탕업,남성,137,967500,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,여관업,남성,35,2043979,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,남성,841,40185800,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,슈퍼마켓,남성,9958,296256800,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,수산물 소매업,남성,141,9988850,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,서양식 음식점업,남성,1286,19067540,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,빵 및 과자류 소매업,남성,637,6809050,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,비알콜 음료점업,남성,1548,10688330,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,마사지업,남성,1,100000,6105788.975,422113.925,2194320.204,2020-12-15
2020-04-01,서귀포시,동홍동,기타음식료품위주종합소매업,남성,762,22378380,6105788.975,422113.925,2194320.204,2020-12-15
